n_samples,duration,USAGE_OF_BACKING_FILM,USAGE_OF_DRESSER,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER_TABLE,USAGE_OF_MEMBRANE,USAGE_OF_PRESSURIZED_SHEET,PRESSURIZED_CHAMBER_PRESSURE_mean,PRESSURIZED_CHAMBER_PRESSURE_std,PRESSURIZED_CHAMBER_PRESSURE_min,PRESSURIZED_CHAMBER_PRESSURE_max,PRESSURIZED_CHAMBER_PRESSURE_slope,MAIN_OUTER_AIR_BAG_PRESSURE_mean,MAIN_OUTER_AIR_BAG_PRESSURE_std,MAIN_OUTER_AIR_BAG_PRESSURE_min,MAIN_OUTER_AIR_BAG_PRESSURE_max,MAIN_OUTER_AIR_BAG_PRESSURE_slope,CENTER_AIR_BAG_PRESSURE_mean,CENTER_AIR_BAG_PRESSURE_std,CENTER_AIR_BAG_PRESSURE_min,CENTER_AIR_BAG_PRESSURE_max,CENTER_AIR_BAG_PRESSURE_slope,RETAINER_RING_PRESSURE_mean,RETAINER_RING_PRESSURE_std,RETAINER_RING_PRESSURE_min,RETAINER_RING_PRESSURE_max,RETAINER_RING_PRESSURE_slope,RIPPLE_AIR_BAG_PRESSURE_mean,RIPPLE_AIR_BAG_PRESSURE_std,RIPPLE_AIR_BAG_PRESSURE_min,RIPPLE_AIR_BAG_PRESSURE_max,RIPPLE_AIR_BAG_PRESSURE_slope,SLURRY_FLOW_LINE_A_mean,SLURRY_FLOW_LINE_A_std,SLURRY_FLOW_LINE_A_min,SLURRY_FLOW_LINE_A_max,SLURRY_FLOW_LINE_A_slope,SLURRY_FLOW_LINE_B_mean,SLURRY_FLOW_LINE_B_std,SLURRY_FLOW_LINE_B_min,SLURRY_FLOW_LINE_B_max,SLURRY_FLOW_LINE_B_slope,SLURRY_FLOW_LINE_C_mean,SLURRY_FLOW_LINE_C_std,SLURRY_FLOW_LINE_C_min,SLURRY_FLOW_LINE_C_max,SLURRY_FLOW_LINE_C_slope,WAFER_ROTATION_mean,WAFER_ROTATION_std,WAFER_ROTATION_min,WAFER_ROTATION_max,WAFER_ROTATION_slope,STAGE_ROTATION_mean,STAGE_ROTATION_std,STAGE_ROTATION_min,STAGE_ROTATION_max,STAGE_ROTATION_slope,HEAD_ROTATION_mean,HEAD_ROTATION_std,HEAD_ROTATION_min,HEAD_ROTATION_max,HEAD_ROTATION_slope,DRESSING_WATER_STATUS_mean,DRESSING_WATER_STATUS_std,DRESSING_WATER_STATUS_min,DRESSING_WATER_STATUS_max,DRESSING_WATER_STATUS_slope,EDGE_AIR_BAG_PRESSURE_mean,EDGE_AIR_BAG_PRESSURE_std,EDGE_AIR_BAG_PRESSURE_min,EDGE_AIR_BAG_PRESSURE_max,EDGE_AIR_BAG_PRESSURE_slope,WAFER_ID,STAGE,AVG_REMOVAL_RATE
356.0,373.66600000858307,9526.66666667,547.777777778,79.2592592593,2675.5,112.964426877,2858.0,68.45104333871207,28.011856381422046,0.0,150.0,0.049039650675966294,212.052808988764,103.44728407260011,0.0,270.0,0.0605404269636331,54.274929775280896,26.450106597895072,0.0,69.375,0.015570455116688281,1577.05702247191,1432.9287991991368,0.0,8985.6,1.5792276860103156,7.638151174668005,3.664207629138447,0.0,9.54545454545,0.0031267216348642582,5.528245942570253,7.11539826604195,0.0,26.1111111111,0.007379593711199789,0.9065372829418681,0.04811400327226419,0.0,0.909090909091,4.0016582097892075e-05,336.26741573033706,176.6294857332722,0.0,464.8,-0.3819882148143308,13.956754638090926,16.629030396218237,0.0,34.8837209302,-0.0389796007171657,56.87241277346115,94.25969946456868,0.0,263.026315789,0.29384558647655606,160.26067415730336,7.140604229264851,156.8,192.0,0.004989620472338514,1.0,0.0,1.0,1.0,0.0,40.22046305753688,19.361623531550215,0.0,57.8787878788,0.023424449841491567,-873170248,A,55.66965
358.0,376.0,9564.16666667,549.62962963,112.592592593,2676.75,113.409090909,2869.25,66.63740356476872,27.443330268342287,0.0,150.476190476,0.06457434283219599,208.64245810055866,96.42623594972792,0.0,258.0,0.20726603521693787,53.43837290502793,24.66552946469326,0.0,66.25,0.05259084734405726,1480.5184357541898,1261.3504395876002,0.0,8907.6,0.5389608475624404,8.182453021841228,3.7205814920337748,0.0,10.0454545455,0.008324156800912624,4.28227808814218,5.888760166630127,2.22222222222,26.1111111111,0.009601803197226312,0.909090909091,0.0,0.909090909091,0.909090909091,0.0,348.263687150838,165.57395744889232,0.0,478.8,-0.06750119228843371,13.907366506425614,16.58397305943689,0.0,34.8837209302,-0.03665671292864891,56.303293149023,93.97673008511036,0.0,263.026315789,0.2848523031428052,160.2502793296089,7.102878276462515,156.8,192.0,-0.000354018453368553,0.09217877094972067,0.28927814493307236,0.0,1.0,-2.4192307134023514e-05,37.56560013542298,17.545445903770993,0.0,57.8787878788,0.04564163064839167,-875170052,B,65.91045
357.0,372.0,9580.0,550.37037037,126.666666667,2677.25,113.596837945,2874.0,68.07789782582522,28.35221724754369,0.0,150.476190476,0.06446530655450892,211.7378151260504,103.90170451089021,0.0,270.0,0.12899157026441158,54.19817927170868,26.591333332772923,0.0,69.375,0.0326590604228635,1496.1033613445375,1327.123969431945,0.0,7796.1,0.8874783533399531,7.634071810542352,3.670634512784428,0.0,9.54545454545,0.005582492182796489,4.886788048550113,6.680810444885016,0.0,26.1111111111,0.016971935343723564,0.9065444359562914,0.04804675901226151,0.0,0.909090909091,-5.514614471627344e-06,338.5098039215686,176.28294686345447,0.0,481.6,-0.270240411775784,14.331965344272493,16.71182540774081,0.0,34.8837209302,-0.042388867557093514,55.20934689660808,93.10611372916048,0.0,263.026315789,0.28238707777550365,159.90140056022406,6.822283742369575,156.8,192.0,0.002856014039537056,1.0,0.0,1.0,1.0,0.0,40.20456667515835,19.49170769347084,0.0,57.8787878788,0.036712546820514155,-4113511796,A,59.1954
349.0,365.66600000858307,9586.66666667,550.740740741,132.592592593,2677.5,113.675889328,2876.0,35.40046391050687,39.54899785463296,0.0,150.476190476,-0.2721443324885447,108.73581661891116,129.39376745144526,0.0,270.0,-0.8976342823267048,27.836676217765042,33.12470819115292,0.0,69.0625,-0.23002358956624852,848.1214899713466,1394.9486260259364,0.0,7827.3,-5.720285516676789,3.9122167231049856,4.635560629459349,0.0,9.54545454545,-0.03180886596853298,3.2071792422788823,6.0956935280571605,0.0,26.1111111111,-0.020921100713112067,0.5105496222975243,0.45108214711112016,0.0,0.909090909091,-0.003800764002325495,179.56905444126073,211.89899406133623,0.0,464.8,-1.7051485031123421,14.4006130472396,16.68982178444738,0.0,34.8837209302,-0.041170343823118426,56.532574272308736,93.99002229551698,0.0,263.026315789,0.2995302330519517,160.0916905444126,7.099252533917944,156.8,192.0,0.006456279023811153,0.5587392550143266,0.496537712485529,0.0,1.0,-0.004238711589763863,20.662498914651863,24.48686615712885,0.0,57.8787878788,-0.1642436475358458,-873170272,A,55.08765
353.0,370.0,9602.5,551.481481481,146.666666667,2678.0,113.863636364,2880.75,68.16133818969462,28.16973569812357,0.0,150.0,0.04631537857644252,209.22832861189798,105.56536308393089,0.0,270.0,0.05373226188033926,53.50478045325779,26.97088906282462,0.0,69.375,0.01420079431419878,1548.8745042492917,1415.742234075222,0.0,7647.9,2.0265859548575493,7.550991501416486,3.7307130988489874,0.0,11.2727272727,0.002948173104129114,5.517390620079944,7.0969651088057235,0.0,26.25,0.006777780142122529,0.9065155807366345,0.04831744280014318,0.0,0.909090909091,-4.712176303250141e-06,335.3257790368272,181.28174443441983,0.0,464.8,-0.37687060502756364,14.085908162588131,16.653172528548357,0.0,34.8837209302,-0.040876929757875144,57.11756373931154,94.78579620679302,0.0,263.026315789,0.3039210163905399,160.21756373937677,7.137899307865262,156.8,192.0,0.005728577851303173,0.1501416430594901,0.3572102043319686,0.0,1.0,4.9651457679498144e-05,39.65318911494335,19.775240404757742,0.0,57.8787878788,0.021424694925477626,-4224160694,A,57.86655
353.0,370.0,9622.5,552.222222222,164.444444444,2678.5,114.100790514,2886.75,64.013220018917,28.862254820965703,0.0,150.0,0.0049712515202261845,232.12011331444762,124.97508995076763,0.0,348.0,0.20490392715749273,64.40775495750708,36.14425881955367,0.0,101.875,0.09894911462175406,1522.3478753541078,1275.3521792792646,0.0,9605.7,0.8237655610942082,9.273886170495015,5.294791616956843,0.0,15.2727272727,0.015589516072464681,6.792571608433682,8.85794255467275,0.0,33.0555555556,0.021892299198365245,0.9065155807366345,0.04831744280014319,0.0,0.909090909091,4.06735217754185e-05,354.0770538243626,228.70248808668967,0.0,599.2,-0.4161219919946578,14.282232031088327,16.731955325505186,0.0,34.8837209302,-0.03970187909638829,56.23229461751522,93.4550454690737,0.0,263.026315789,0.2870126346157519,160.40793201133144,7.1802328965455775,156.8,192.0,0.0037451385221104966,0.16147308781869688,0.3679667508471279,0.0,1.0,0.00025425911295215545,42.35900077260434,22.245061150980263,0.0,60.9090909091,0.030039462575139737,-4224160690,A,57.8484
359.0,374.33399999141693,9664.16666667,554.074074074,201.481481481,2679.75,114.59486166,2899.25,50.92452579916768,32.51777165640997,0.0,150.0,-0.1142365101842836,179.49860724233983,119.07169616724116,0.0,273.6,-0.22489036896406814,41.680884401114206,27.785930428392277,0.0,65.9375,-0.09150046619774564,1349.0089136490249,1390.3503449502489,0.0,9324.9,-1.476785919920328,6.558749050393677,4.270935634084371,0.0,10.0454545455,-0.011953654438611083,5.838362735993927,7.71377132320992,0.0,26.8055555556,0.025469158760553084,0.8736388959231058,0.175989367980712,0.0,0.909090909091,-0.0004916031355085092,325.3147632311978,226.32261780651427,0.0,593.6,-0.5662163157539821,14.350586253797049,16.62947673777415,0.0,34.8837209302,-0.03590770632696481,56.738014953773046,94.73284378095585,0.0,262.631578947,0.2646588323874919,159.83064066852367,6.717462163513438,156.8,192.0,0.003964664934148645,0.4596100278551532,0.49836598012920036,0.0,1.0,0.0033226477438363334,30.63813623701958,20.254386000908664,0.0,57.8787878788,-0.050262353385507094,-2697400532,B,64.45425
362.0,377.33300000429153,9685.0,555.185185185,220.0,2680.5,114.841897233,2905.5,35.19337016576022,39.151087613077195,0.0,148.095238095,-0.25207364138379745,108.91491712707182,129.31610355774635,0.0,270.0,-0.8362615906558104,28.012776243093924,33.196700466838806,0.0,69.0625,-0.21549163694444193,841.5704419889503,1371.4444832733514,0.0,8845.2,-4.916793020114063,3.9438724259166293,4.645882676374343,0.0,9.54545454545,-0.029797920453628654,2.488489871085332,5.082425408193448,0.0,25.9722222222,-0.010267319926706315,0.514816675037721,0.4505318526234891,0.0,0.909090909091,-0.0036572856050992287,178.24088397790052,211.66553280119598,0.0,464.8,-1.5846237304839805,13.912373120902101,16.629228547209465,0.0,34.8837209302,-0.0362005710146317,56.593486478573496,93.33618236040004,0.0,263.026315789,0.2803231381729571,160.20331491712707,7.090963049341429,156.8,192.0,0.0028255075313102173,0.09944751381215469,0.2992619351149357,0.0,1.0,-0.00011636347446662876,20.670517327966298,24.437378570030745,0.0,57.8787878788,-0.15255171013997285,-4113511792,A,59.8572
362.0,377.0,9715.83333333,556.666666667,247.407407407,2681.5,115.207509881,2914.75,66.68902920283178,27.232806753655378,0.0,150.476190476,0.057536859530914405,208.35248618784527,96.19047377573357,0.0,258.0,0.1661741751252589,53.36153314917127,24.659918240091898,0.0,66.25,0.041952668903796696,1465.635082872928,1242.0595565435806,0.0,7062.9,0.09038121812573824,8.188096433954723,3.7300013088415644,0.0,11.7272727273,0.0068621794573059565,5.203729281766216,6.828459372413104,2.22222222222,26.1111111111,0.002383395893459403,0.909090909091,0.0,0.909090909091,0.909090909091,0.0,353.29502762430934,168.16110871293273,0.0,481.6,-0.14501367966476153,14.047924964659892,16.68161690871228,0.0,34.8837209302,-0.037901872076209715,55.6720703692412,94.12943404799702,0.0,263.026315789,0.2802863751702372,160.13259668508286,7.104592584987756,156.8,192.0,0.0025632343784250293,0.12154696132596685,0.32676183608002746,0.0,1.0,-0.0004257385381029035,37.67704671019298,17.53429063430299,0.0,57.8787878788,0.04164950008373207,-4224160600,B,61.18935
355.0,372.33399999141693,9722.5,556.666666667,253.333333333,2681.5,115.286561265,2916.75,67.1924882629,26.509756136689866,0.0,150.476190476,0.05291343056116488,210.0642253521127,95.090878039756,0.0,258.0,0.16923005946553454,53.830105633802816,24.364240544913173,0.0,66.25,0.043881145375394615,1499.7642253521128,1311.5685582223132,0.0,10654.8,0.27911568822571414,8.252368758006169,3.6791605984698257,0.0,11.0909090909,0.007017613375763316,4.960876369325747,6.51640049624319,2.22222222222,26.1111111111,-0.002147739054983256,0.9090909090910001,1.1102230246251565e-16,0.909090909091,0.909090909091,-4.609638970390552e-19,362.12281690140844,163.27195808310262,0.0,481.6,-0.13896770836406766,14.176220111358818,16.67233723401493,0.0,34.8837209302,-0.03776405448763084,56.54262416599948,94.68544878596616,0.0,263.026315789,0.28961443187258723,159.9819718309859,7.006709987167794,156.8,192.0,0.003748286711317895,0.11549295774647887,0.31961591709026144,0.0,1.0,-0.00039616867075620754,37.7959880495058,17.209771347882867,0.0,57.8787878788,0.0383117481108733,-4224160592,B,60.39825
367.0,384.66600000858307,9746.66666667,557.777777778,274.814814815,2682.25,115.57312253,2924.0,66.89762553521308,27.82838199923493,0.0,150.476190476,0.05344196540413833,206.3640326975477,102.56827121233286,0.0,270.0,0.1195721119205441,53.81641689373297,26.87052144868596,0.0,72.1875,0.038123985241823144,1531.1272479564032,1383.9501058357687,0.0,7078.5,1.8754568596681727,7.926430517714113,3.8864091536615377,0.0,10.0454545455,0.0037095281864375743,4.727520435965095,6.454766495650526,0.0,26.1111111111,0.016754097173802815,0.9066138221452481,0.04738946363564753,0.0,0.909090909091,-6.179475630883089e-06,331.0103542234332,176.06371586837142,0.0,467.6,-0.3393966995597214,13.770990431525012,16.66379816392644,0.0,34.8837209302,-0.036152975986390556,55.27606482140609,93.30984661114022,0.0,263.026315789,0.267926951516938,160.2528610354223,6.900755101421122,156.8,192.0,0.0034973713393448903,0.5994550408719346,0.49000887221065886,0.0,1.0,-0.003568647176835937,38.171084138384,19.010065747326,0.0,57.8787878788,0.0418877962594987,-873170256,B,58.8924
346.0,362.33300000429153,9754.16666667,558.148148148,281.481481481,2682.5,115.662055336,2926.25,45.725295898671106,47.09896150433377,0.0,150.476190476,-0.10471539325137127,143.0601156069364,160.1970934694384,0.0,498.0,-0.3237035357818751,36.362897398843934,39.25457057218522,0.0,110.0,-0.11347710385865871,1048.4236994219652,1481.6460804275866,0.0,9005.1,-2.710815412037114,5.280215449292109,5.767462568536646,0.0,17.3181818182,-0.01335234371332311,3.4674052665372534,6.084503292976114,0.0,25.9722222222,-0.01806506251963078,0.5911718339464596,0.4335260115607369,0.0,0.909090909091,-0.002517671535056284,220.57687861271674,223.04628654023784,0.0,932.4,-0.9711221955612793,14.40650625083318,16.729238707342518,0.0,34.8837209302,-0.04277735909918206,59.26262549431734,95.38633313642681,0.0,263.026315789,0.32284240861482577,160.04624277456645,6.415997914265418,156.8,192.0,-0.001008174761880389,0.12138728323699421,0.3265768067474112,0.0,1.0,-0.00045889333989033266,25.370467682603845,26.873231410702893,0.0,70.0,-0.08354023675377317,-4113511808,A,53.64735
